ID,label,headline,journalTitle,year,linkToArchive,topic
266,literal,Cientista português identifica recetor ligado ao autismo e à esquizofrenia,Observador,2015,https://arquivo.pt/wayback/20150815173758/http://observador.pt/2015/08/14/cientista-portugues-identifica-recetor-ligado-ao-autismo-esquizofrenia/,Saúde
267,literal,Dia Mundial da Saúde Mental. Doentes de esquizofrenia querem repor comparticipação de antipsicóticos a 100%,Observador,2019,https://arquivo.pt/wayback/20191014015239/https://observador.pt/2019/10/10/dia-mundial-da-saude-mental-doentes-de-esquizofrenia-querem-repor-comparticipacao-de-antipsicoticos-a-100/,Saúde
268,estigma,"Socialistas saltam fora da “Aula Magna” do centro-direita. “Seria esquizofrenia política”, diz Assis",Observador,2019,https://arquivo.pt/wayback/20190104211146/https://observador.pt/2019/01/03/socialistas-saltam-fora-da-aula-magna-do-centro-direita-seria-esquizofrenia-politica-diz-assis/,Política
269,literal,Três jovens atingidos por um carro em Toulouse. Condutor sofre de esquizofrenia,Observador,2017,https://arquivo.pt/wayback/20171110183907/http://observador.pt/2017/11/10/tres-jovens-atingidos-por-um-carro-em-toulouse-policia-francesa-suspeita-de-ataque/,Crime
270,literal,"Esquizofrenia. E se um avatar pudesse calar as vozes que ameaçam, assustam e impedem os doentes de viver?",Observador,2020,https://arquivo.pt/wayback/20200106040454/https://observador.pt/especiais/esquizofrenia-e-se-um-avatar-pudesse-calar-as-vozes-que-ameacam-assustam-e-impedem-os-doentes-de-viver/,Saúde
271,estigma," Brigas, detenções, apupos e pedidos de desculpa. Os adeptos do Sporting estão a viver uma “esquizofrenia”",Observador,2018,https://arquivo.pt/wayback/20180522013520/https://observador.pt/2018/05/20/brigas-detencoes-apupos-e-pedidos-de-desculpa-os-adeptos-do-sporting-estao-a-viver-uma-esquizofrenia/amp/,Desporto
272,literal,"Não é “maluquice”, os sintomas são bem reais",Observador,2020,https://arquivo.pt/wayback/20201127005446/https://observador.pt/2020/11/26/nao-e-maluquice-os-sintomas-sao-bem-reais/amp/,Saúde
273,literal, Hospitalizações psiquiátricas associadas a canábis cresceram quase 30 vezes em 15 anos,Observador,2019,https://arquivo.pt/wayback/20191214072102/https://observador.pt/2019/12/13/hospitalizacoes-psiquiatricas-associadas-a-canabis-cresceram-quase-30-vezes-em-15-anos/amp/,Saúde
274,literal,"Guitarrista e fundador da banda Fleetwood Mac, Peter Green, morreu aos 73 anos",Observador,2020,https://arquivo.pt/wayback/20200802034935/https://observador.pt/2020/07/25/guitarrista-e-fundador-da-banda-fleetwood-mac-morreu-aos-73-anos/,Música
275,literal, Ameaça de bomba em voo da Air France na Argentina,Observador,2019,https://arquivo.pt/wayback/20190717184315/https://observador.pt/2019/06/28/ameaca-de-bomba-em-voo-da-air-france-na-argentina/amp/,Conflitos militares
276,literal, Encontrados quase mil novos genes ligados à inteligência,Observador,2018,https://arquivo.pt/wayback/20180627054033/https://observador.pt/2018/06/25/encontrados-quase-mil-novos-genes-ligados-a-inteligencia/amp/,Saúde
277,literal, Depressão. Foram descobertas 44 variantes genéticas associados ao risco da doença,Observador,2018,https://arquivo.pt/wayback/20180429012627/https://observador.pt/2018/04/27/depressao-foram-descobertas-44-variantes-geneticas-associadas-ao-risco-da-doenca/amp/,Saúde
278,literal, Utilização de medicamentos evitou mais de 110 mil mortes desde 1990,Observador,2018,https://arquivo.pt/wayback/20181030195335/https://observador.pt/2018/10/30/utilizacao-de-medicamentos-evitou-mais-de-110-mil-mortes-desde-1990/amp/,Saúde
279,literal, Suicídio é segunda causa de morte dos 15 aos 55 anos em Angola,Observador,2019,https://arquivo.pt/wayback/20191011021504/https://observador.pt/2019/10/10/suicidio-e-segunda-causa-de-morte-dos-15-aos-55-anos-em-angola/amp/,Saúde
280,literal, Ministro da Saúde a favor da canábis para fins terapêuticos,Observador,2018,https://arquivo.pt/wayback/20180112201801/http://observador.pt/2018/01/12/ministro-da-saude-a-favor-da-canabis-para-fins-terapeuticos/amp/,Saúde
281,literal, Ordem dos Médicos só aceita prescrição de canábis como medicamento e não em forma fumada,Observador,2018,https://arquivo.pt/wayback/20180111190316/http://observador.pt/2018/01/11/ordem-dos-medicos-so-aceita-prescricao-de-canabis-como-medicamento-e-nao-em-forma-fumada/amp/,Saúde
282,literal,Direito de resposta: “A invenção de uma doença”,Observador,2017,https://arquivo.pt/wayback/20170104054312/http://observador.pt/2016/12/14/direito-de-resposta-a-invencao-de-uma-doenca/,Saúde
283,literal,"A discreta mudança de Harry e Meghan para Santa Barbara. Sussex escolhem zona onde viveram uma lendária sufragista e o ""milionário louco""",Observador,2020,https://arquivo.pt/wayback/20200814173307/https://observador.pt/2020/08/14/a-discreta-mudanca-de-harry-e-meghan-para-santa-barbara-sussex-escolhem-zona-onde-viveram-uma-lendaria-sufragista-e-o-milionario-louco/amp/,Cinema
284,estigma," Costa admite “evoluções” na relação com o Bloco, mas prioridade é repetir a geringonça",Observador,2018,https://arquivo.pt/wayback/20181122181111/https://observador.pt/2018/11/22/costa-admite-evolucoes-na-relacao-com-o-bloco-mas-prioridade-e-repetir-a-geringonca/amp/,Política
285,estigma, Europeias. Apenas PS e PDR são entusiastas da continuidade de Mário Centeno no Eurogrupo,Observador,2019,https://arquivo.pt/wayback/20190522145558/https://observador.pt/2019/05/17/europeias-apenas-ps-e-pdr-sao-entusiastas-da-continuidade-de-mario-centeno-no-eurogrupo/amp/,Economia
286,estigma,Repensar a FCT,Observador,2015,https://arquivo.pt/wayback/20150905203445/http://observador.pt/opiniao/repensar-a-fct/,Justiça
287,estigma,O vídeo em que Putin faz piadas com a situação política norte-americana,Observador,2017,https://arquivo.pt/wayback/20170518182909/http://observador.pt/2017/05/18/o-video-em-que-putin-faz-piadas-com-a-situacao-politica-norte-americana/,Conflitos militares
288,literal,Fact check. Canábis para fins medicinais: o que dizem os partidos é o que diz a ciência?,Observador,2019,https://arquivo.pt/wayback/20191103060250/https://observador.pt/especiais/fact-check-canabis-para-fins-medicinais-o-que-dizem-os-partidos-e-o-que-diz-a-ciencia/,Saúde
289,estigma,Vereadores do PCP em Lisboa questionam câmara sobre lar que vai encerrar em Marvila,Observador,2020,https://arquivo.pt/wayback/20200814182428/https://observador.pt/2020/08/13/vereadores-do-pcp-em-lisboa-questionam-camara-sobre-lar-que-vai-encerrar-em-marvila/amp/,Saúde
290,literal,Estudo diz que idas às urgências de psiquiatria caíram para metade durante o estado de emergência,Observador,2020,https://arquivo.pt/wayback/20200730175313/https://observador.pt/2020/07/30/estudo-diz-que-idas-as-urgencias-de-psiquiatria-cairam-para-metade-durante-o-estado-de-emergencia/amp/,Saúde
291,estigma," Que classe, Jarvis Cocker, que classe!",Observador,2019,https://arquivo.pt/wayback/20190702045616/https://observador.pt/2019/06/07/que-classe-jarvis-cocker-que-classe/embed/,Música
292,estigma, Procurador acusa Governo de querer controlar os dados informáticos da Justiça,Observador,2018,https://arquivo.pt/wayback/20180428004257/https://observador.pt/2018/04/27/procurador-acusa-governo-de-querer-controlar-os-dados-informaticos-da-justica/amp/,Justiça
293,literal,Covid-19. Estudo brasileiro indica que vírus pode afetar cérebro e causar alterações,Observador,2020,https://arquivo.pt/wayback/20201020005033/https://observador.pt/2020/10/15/covid-19-estudo-brasileiro-indica-que-virus-pode-afetar-cerebro-e-causar-alteracoes/amp/,Saúde
294,literal, Projeto brasileiro quer mapear genoma de 15 mil pessoas para prever e tratar doenças,Observador,2019,https://arquivo.pt/wayback/20191214065337/https://observador.pt/2019/12/11/projeto-brasileiro-quer-mapear-genoma-de-15-mil-pessoas-para-prever-e-tratar-doencas/amp/,Saúde
295,estigma, Antigo Presidente da República são-tomense queixa-se de estar a ser alvo de espionagem,Observador,2019,https://arquivo.pt/wayback/20191105080850/https://observador.pt/2019/10/29/antigo-presidente-da-republica-sao-tomense-queixa-se-de-estar-a-ser-alvo-de-espionagem/amp/,Política
296,literal, Identificado gene responsável por desorientação nas pessoas com síndrome de Down,Observador,2019,https://arquivo.pt/wayback/20191101182229/https://observador.pt/2019/11/01/identificado-gene-responsavel-por-desorientacao-nas-pessoas-com-sindrome-de-down/amp/,Saúde
297,literal, Maria Leal diz que ficou “sem nada” depois de deixar o “sr. Francisco”,Observador,2018,https://arquivo.pt/wayback/20181031185406/https://observador.pt/2018/10/24/maria-leal-diz-que-ficou-sem-nada-depois-de-deixar-o-sr-francisco/amp/,Crime
298,estigma,7 tópicos que vão mudar a forma como se gere um negócio (mas onde todos somos ignorantes),Observador,2020,https://arquivo.pt/wayback/20200605181059/https://observador.pt/opiniao/7-topicos-que-vao-mudar-a-forma-como-se-gere-um-negocio-mas-onde-todos-somos-ignorantes/amp/,Economia
299,literal,Cientistas de Coimbra participam em estudo pioneiro sobre cartografia do cérebro,Observador,2020,https://arquivo.pt/wayback/20200722223025/https://observador.pt/2020/07/22/cientistas-de-coimbra-participam-em-estudo-pioneiro-sobre-cartografia-do-cerebro/,Saúde
300,literal, Prescrição de canábis como medicamento “exige todos os cuidados”,Observador,2018,https://arquivo.pt/wayback/20180312051032/http://observador.pt/2018/03/08/prescricao-de-canabis-como-medicamento-exige-todos-os-cuidados/amp/,Saúde
301,literal, Há doentes que já consomem canábis medicinal – e arriscam a vida por isso,Observador,2018,https://arquivo.pt/wayback/20180203201929/http://observador.pt/2018/02/02/ha-doentes-que-ja-consomem-canabis-medicinal-e-arriscam-a-vida-por-isso/amp/,Saúde
302,estigma,Irena Sendler: As escadas para o céu…,Observador,2020,https://arquivo.pt/wayback/20200622052206/https://observador.pt/opiniao/irena-sendler-as-escadas-para-o-ceu/amp/,Saúde
303,literal,Os Super-Homens legisladores,Observador,2018,https://arquivo.pt/wayback/20180418014115/https://observador.pt/opiniao/os-super-homens-legisladores/,Saúde
304,literal,Hug-a-Group. Terapia de grupo online? Nesta app portuguesa encontra ,Observador,2020,https://arquivo.pt/wayback/20201010174246/https://observador.pt/2020/10/10/hug-a-group-terapia-de-grupo-online-nesta-app-portuguesa-encontra/amp/,Saúde
305,estigma," Muhammad Ali, George Foreman e uma varanda em Kinshasa",Observador,2019,https://arquivo.pt/wayback/20190807041645/https://observador.pt/2019/07/20/muhammad-ali-george-foreman-e-uma-varanda-em-kinshasa/amp/,Desporto
306,literal, Elijah Walker matou os pais. Disse à polícia que eram devotos de Satanás,Observador,2019,https://arquivo.pt/wayback/20190306183256/https://observador.pt/2019/03/06/elijah-walker-matou-os-pais-disse-a-policia-que-eram-devotos-de-satanas/,Crime
307,literal,China e Índia enfrentam vasto problema de saúde mental,Observador,2016,https://arquivo.pt/wayback/20160519015227/http://observador.pt/2016/05/18/china-india-enfrentam-vasto-problema-saude-mental/,Saúde
308,estigma,"E fora das redes sociais, Umberto Eco?",Observador,2015,https://arquivo.pt/wayback/20150617190237/http://observador.pt/opiniao/e-fora-das-redes-sociais-umberto-eco/,Justiça
309,estigma,"De Niro compara Trump a personagem, totalmente louca, que interpretou em “Taxi Driver”",Observador,2016,https://arquivo.pt/wayback/20160813192816/http://observador.pt/2016/08/13/de-niro-compara-trump-a-personagem-totalmente-louca-que-interpretou-em-taxi-driver/,Conflitos militares
310,estigma,"Bloco de notas da reportagem no BE. Dia 9. Efeito sondagem e mais rua, que a campanha não são favas contadas",Observador,2019,https://arquivo.pt/wayback/20190522132856/https://observador.pt/especiais/bloco-de-notas-de-reportagem-no-be-dia-9-efeito-sondagem-e-mais-rua-marcam-arranque-da-reta-final/,Política
311,estigma, Ona The Museum. Jantar entre obras de arte ao sabor da boa “onda” destes chefs,Observador,2019,https://arquivo.pt/wayback/20191217190755/https://observador.pt/2019/12/16/ona-the-museum-jantar-entre-obras-de-arte-ao-sabor-da-boa-onda/amp/,Música
312,estigma,ONU. Agenda 2030 só terá êxito se forem executados Acordos de Paris,Observador,2017,https://arquivo.pt/wayback/20170705033157/http://observador.pt/2017/07/03/onu-agenda-2030-so-tera-exito-se-forem-executados-acordos-de-paris/,Conflitos militares
313,estigma,Que bom que era termos uma Europa mais à inglesa,Observador,2016,https://arquivo.pt/wayback/20160228183203/http://observador.pt/opiniao/bom-era-termos-europa-inglesa/,Economia
314,literal,Primeiro comprimido com sensor de toma aprovado nos Estados Unidos,Observador,2017,https://arquivo.pt/wayback/20171114190739/http://observador.pt/2017/11/14/primeiro-comprimido-com-sensor-de-toma-aprovado-nos-estados-unidos/,Saúde
315,literal,Identificadas 83 variações genéticas que controlam a altura humana,Observador,2017,https://arquivo.pt/wayback/20170206060454/http://observador.pt/2017/02/01/identificadas-83-variacoes-geneticas-que-controlam-a-altura-humana/,Saúde
316,estigma,Procurador acusa Governo de querer controlar os dados informáticos da Justiça,Observador,2018,https://arquivo.pt/wayback/20180428004140/https://observador.pt/2018/04/27/procurador-acusa-governo-de-querer-controlar-os-dados-informaticos-da-justica/,Justiça
317,estigma,Dos vestidos de cauda aos looks informais: os Óscares da moda foram entregues em Nova Iorque,Observador,2019,https://arquivo.pt/wayback/20190605174155/https://observador.pt/2019/06/04/dos-vestidos-de-cauda-aos-looks-de-supermercado-os-oscares-da-moda-foram-entregues-em-nova-iorque/,Cinema
318,literal,Fact Check. Há crianças a serem torturadas para produzir a droga das elites?,Observador,2020,https://arquivo.pt/wayback/20201124025142/https://observador.pt/factchecks/fact-check-ha-criancas-a-serem-torturadas-para-produzir-a-droga-das-elites/,Saúde
319,estigma,Socialismo paleolítico,Observador,2016,https://arquivo.pt/wayback/20160924172802/http://observador.pt/opiniao/socialismo-paleolitico/,Economia
320,estigma,Os novos beatos do Web Summit,Observador,2017,https://arquivo.pt/wayback/20171121224118/http://observador.pt/opiniao/os-novos-beatos-do-web-summit/,Conflitos militares
321,literal,"Violadores, canibais, necrófagos. A vida e a morte de 11 dos mais terríveis assassinos em série — um deles português",Observador,2019,https://arquivo.pt/wayback/20191103072618/https://observador.pt/especiais/violadores-canibais-necrofagos-a-vida-e-a-morte-de-11-dos-mais-terriveis-assassinos-em-serie-um-deles-portugues/,Literatura
322,literal, Clare Scivier: “Quem trabalha na indústria da música tem medo e ninguém se preocupa com isso”,Observador,2019,https://arquivo.pt/wayback/20191009053211/https://observador.pt/2019/10/01/clare-scivier-quem-trabalha-na-industria-da-musica-tem-medo-e-ninguem-se-preocupa-com-isso/amp/,Saúde
323,literal,"“Foi tão difícil que, em alguns momentos, desejei a morte da minha mãe”",Observador,2017,https://arquivo.pt/wayback/20171001071119/http://observador.pt/especiais/foi-tao-dificil-que-em-alguns-momentos-desejei-a-morte-da-minha-mae/,Literatura
324,estigma," Moda: há quem a vista, estes portugueses ilustram-na",Observador,2018,https://arquivo.pt/wayback/20180513020208/https://observador.pt/2018/05/11/moda-ha-quem-a-vista-estes-portugueses-ilustram-na/amp/,Cinema
325,estigma,Bloco de notas da reportagem no BE. Dia 10. De feira em feira até à eleição final,Observador,2019,https://arquivo.pt/wayback/20190524185446/https://observador.pt/especiais/bloco-de-notas-da-reportagem-no-be-dia-10-de-feira-em-feira-ate-a-eleicao-final/,Política
326,estigma," No dia em que o hip-hop encabeçou Coura, Kevin Morby e Slowdive foram os reis",Observador,2018,https://arquivo.pt/wayback/20181128193043/https://observador.pt/2018/08/18/no-dia-em-que-o-hip-hop-encabecou-coura-kevin-morby-e-slowdive-foram-os-reis/amp/,Música
327,literal, A viagem de inverno de Robert Walser,Observador,2019,https://arquivo.pt/wayback/20190723215555/https://observador.pt/2019/07/06/a-viagem-de-inverno-de-robert-walser/amp/,Literatura
328,literal,EUA. Rapto e homicídio resolvidos quase 40 anos depois,Observador,2017,https://arquivo.pt/wayback/20170215192619/http://observador.pt/2017/02/15/eua-rapto-e-homicidio-resolvidos-quase-40-anos-depois/,Crime
329,estigma,"Moda, cinema e um perfume. De olhos postos no novo Kenzo World",Observador,2017,https://arquivo.pt/wayback/20170909192419/http://observador.pt/2017/09/08/moda-cinema-e-um-perfume-de-olhos-postos-no-novo-kenzo-world/,Cinema
330,literal,"A droga do desejo, da justiça social e do Parkinson",Observador,2015,https://arquivo.pt/wayback/20151024212804/http://observador.pt/2015/03/24/droga-do-desejo-da-justica-social-do-parkinson/,Saúde
331,estigma,"O Brasil, as mortes violentas e a incapacidade de raciocínio",Observador,2019,https://arquivo.pt/wayback/20190316181800/https://observador.pt/opiniao/o-brasil-as-mortes-violentas-e-a-incapacidade-de-raciocinio/,Conflitos militares
332,estigma,"ModaLisboa. O designer artista, a extinção das espécies e a nova sobriedade de Carlos Gil",Observador,2020,https://arquivo.pt/wayback/20200307182131/https://observador.pt/2020/03/07/modalisboa-o-designer-artista-a-extincao-das-especies-e-a-nova-sobriedade-de-carlos-gil/,Música
333,estigma,Tremor. O que é que este festival tem?,Observador,2016,https://arquivo.pt/wayback/20160327050230/http://observador.pt/2016/03/15/tremor-o-que-e-que-este-festival-tem/,Música
334,literal,José Caldas de Almeida: “Um dos fatores mais devastadores na saúde mental é o abuso sexual”,Observador,2018,https://arquivo.pt/wayback/20180721150836/https://observador.pt/especiais/jose-caldas-de-almeida-um-dos-fatores-mais-devastadores-na-saude-mental-e-o-abuso-sexual/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+obs-ultimas+%28Observador+-+%C3%9Altimas%29,Saúde
335,literal,"Alice viveu com o cadáver do pai durante meses, mas pode não saber que cometeu um crime",Observador,2020,https://arquivo.pt/wayback/20200301191145/https://observador.pt/especiais/alice-viveu-com-o-cadaver-do-pai-durante-meses-mas-pode-nao-saber-que-cometeu-um-crime/,Crime
336,literal,Será que ser bilingue mantém o cérebro em forma?,Observador,2016,https://arquivo.pt/wayback/20160911015145/http://observador.pt/especiais/sera-que-ser-bilingue-mantem-o-cerebro-em-forma/,Desporto
337,literal," “The Crown”. A verdadeira história de Alice de Battenberg, a princesa extraordinária",Observador,2019,https://arquivo.pt/wayback/20191127073521/https://observador.pt/2019/11/23/the-crown-a-verdadeira-historia-de-alice-de-battenberg-a-princesa-extraordinaria/amp/,Literatura
338,literal,A matança de cada dia: as 45 mortes com armas nos EUA no mesmo dia do tiroteio de El Paso,Observador,2019,https://arquivo.pt/wayback/20190806172350/https://observador.pt/especiais/a-matanca-de-cada-dia-as-45-mortes-com-armas-nos-eua-no-mesmo-dia-do-tiroteio-de-el-paso/,Crime
339,estigma,Falar de Justiça para totós,Observador,2018,https://arquivo.pt/wayback/20181216182106/https://observador.pt/opiniao/falar-de-justica-para-totos/,Justiça
340,literal,Com mães assim mais vale ser órfão,Observador,2016,https://arquivo.pt/wayback/20160526032104/http://observador.pt/especiais/maes-vale-orfao/,Cinema
341,literal,Qual o preço da fama para os jovens atores?,Observador,2015,https://arquivo.pt/wayback/20150714190401/http://observador.pt/2015/07/08/qual-preco-da-fama-os-jovens-atores/,Cinema
342,estigma,Moral coletiva: a vantagem civilizacional europeia,Observador,2016,https://arquivo.pt/wayback/20160421174455/http://observador.pt/opiniao/moral-coletiva-vantagem-civilizacional-europeia/,Economia
343,literal,Nestas viagens cruzadas eles inquietam-se por Marta,Observador,2016,https://arquivo.pt/wayback/20160407055128/http://observador.pt/2016/03/25/nestas-viagens-cruzadas-inquietam-marta/,Literatura
344,estigma,Explicações de verão,Observador,2018,https://arquivo.pt/wayback/20180817172136/https://observador.pt/opiniao/explicacoes-de-verao/,Literatura
345,estigma,O último Crime Elétrico d'Os Pontos Negros,Observador,2019,https://arquivo.pt/wayback/20191205184743/https://observador.pt/2015/04/02/ultimo-crime-eletrico-dos-pontos-negros/,Música
346,literal,Como viveram os gémeos Kray depois presos: uma vida dedicada a luxos e caridade,Observador,2015,https://arquivo.pt/wayback/20150912174700/http://observador.pt/2015/09/10/viveram-os-gemeos-kray-presos-vida-dedicada-luxos-caridade/,Crime
347,estigma,"PS aquece. Sousa Pinto ataca Pedro Nuno Santos, que lhe responde",Observador,2017,https://arquivo.pt/wayback/20170121183155/http://observador.pt/2017/01/21/sousa-pinto-avisa-o-socialismo-do-ps-nao-tem-nada-a-ver-com-isto/,Política
348,literal,A impureza de Pureza,Observador,2019,https://arquivo.pt/wayback/20190209182314/https://observador.pt/opiniao/a-impureza-de-pureza/,Política
349,estigma,Francisco Assis: “A coligação não trouxe nada de bom ao país”,Observador,2016,https://arquivo.pt/wayback/20160911070248/http://observador.pt/especiais/francisco-assis-a-coligacao-nao-trouxe-nada-de-bom-ao-pais/,Política
350,estigma,"A banca e o futuro. Duas visões, a institucional e a outra",Observador,2016,https://arquivo.pt/wayback/20160127200448/http://observador.pt/2016/01/26/banca-futuro-duas-visoes-institucional-outra/,Economia
351,literal,Viciados em sonhos: um distúrbio pouco conhecido,Observador,2015,https://arquivo.pt/wayback/20150728173730/http://observador.pt/2015/07/27/viciados-em-sonhos-um-disturbio-pouco-conhecido/,Saúde
352,estigma,Bê-á-bá da crise. As universidades no olho do furacão,Observador,2019,https://arquivo.pt/wayback/20191124013839/https://observador.pt/opiniao/ba-da-crise-universidades-olho-furacao/,Justiça
353,estigma,NATO. Santos Silva defende maior contributo da Europa para a aliança militar,Observador,2017,https://arquivo.pt/wayback/20170105201412/http://observador.pt/2017/01/04/nato-santos-silva-defende-maior-contributo-da-europa-para-a-alianca-militar/,Conflitos militares
354,literal,Das condolências à frustração: os nove discursos de Obama depois dos nove tiroteios da sua legislatura,Observador,2015,https://arquivo.pt/wayback/20151003195600/http://observador.pt/2015/10/02/das-condolencias-frustracao-os-nove-discursos-obama-dos-nove-tiroteios-da-legislatura/,Crime
355,estigma,A democratura em roupão e com unhas,Observador,2019,https://arquivo.pt/wayback/20190621172543/https://observador.pt/opiniao/a-democratura-em-roupao-e-com-unhas/,Justiça
356,literal,"“Bela, recatada e do lar.” Quando o impeachment virou debate sobre o machismo",Observador,2016,https://arquivo.pt/wayback/20160430001453/http://observador.pt/2016/04/21/bela-recatada-do-lar-impeachment-virou-debate-machismo/,Política
357,estigma,A heteronormatividade do virgem ofendido,Observador,2017,https://arquivo.pt/wayback/20170224152127/http://observador.pt/opiniao/a-heteronormatividade-do-virgem-ofendido/,Política
358,estigma,Trump e os ‘agentes da virtude’,Observador,2017,https://arquivo.pt/wayback/20170206205508/http://observador.pt/opiniao/trump-e-os-agentes-da-virtude/,Conflitos militares
359,estigma, Karl Kraus: o sátiro que pôs o jornalismo no banco dos réus,Observador,2018,https://arquivo.pt/wayback/20180823042904/https://observador.pt/2018/07/29/karl-kraus-o-satiro-que-pos-o-jornalismo-no-banco-dos-reus/amp/,Literatura
360,estigma,José Manuel Pureza: “Votaria sim para Portugal sair do euro”,Observador,2016,https://arquivo.pt/wayback/20160625175022/http://observador.pt/especiais/jose-manuel-pureza-votaria-sim-para-portugal-sair-do-euro/,Economia
361,literal,“Tenho aprendido muito com o meu AVC. Mas não precisava dele para nada”,Observador,2017,https://arquivo.pt/wayback/20170222201253/http://observador.pt/especiais/tenho-aprendido-muito-com-o-meu-avc-mas-nao-precisava-dele-para-nada/,Literatura
362,literal,"Pedro Dias, o homicida simpático",Observador,2016,https://arquivo.pt/wayback/20161114135709/http://observador.pt/2016/10/26/pedro-dias-o-homicida-simpatico/,Crime
363,estigma,Bibi Andersson: “Sou finalmente livre. E já ninguém me mete ideias na cabeça”,Observador,2019,https://arquivo.pt/wayback/20190422174257/https://observador.pt/especiais/bibi-andersson-sou-finalmente-livre-e-ja-ninguem-me-mete-ideias-na-cabeca/,Cinema
364,estigma,"Dragões, rainhas ou polícias? Estas foram as melhores (e as piores) séries de 2017",Observador,2017,https://arquivo.pt/wayback/20171229213038/http://observador.pt/especiais/dragoes-rainhas-ou-policias-estas-foram-as-melhores-e-as-piores-series-de-2017/,Cinema
365,estigma,Entrevista a José Pacheco. “Turmas? Isso é a pré-história da educação”,Observador,2019,https://arquivo.pt/wayback/20190826171600/https://observador.pt/especiais/entrevista-a-jose-pacheco-turmas-isso-e-a-pre-historia-da-educacao/,Desporto
366,estigma,Venha a nós a vossa música. 12 portugueses que tem de ouvir em 2018,Observador,2018,https://arquivo.pt/wayback/20180108205138/http://observador.pt/especiais/venha-a-nos-a-vossa-musica-12-portugueses-que-tem-de-ouvir-em-2018/,Música
367,estigma,Cardeal Peter Turkson: “Separar o Estado e a Igreja é esquizofrénico”,Observador,2018,https://arquivo.pt/wayback/20180727013348/https://observador.pt/especiais/cardeal-peter-turkson-separar-o-estado-e-a-igreja-e-esquizofrenico/,Conflitos militares
368,literal,"A nova série que nos faz pensar que, afinal, a vida não está assim tão má",Observador,2020,https://arquivo.pt/wayback/20200522052006/https://observador.pt/2020/05/11/a-nova-serie-que-nos-faz-pensar-que-afinal-a-vida-nao-esta-assim-tao-ma/amp/,Cinema
369,literal, Maria Leal responde: “O dinheiro era dos dois. Ponto final parágrafo” ,Observador,2018,https://arquivo.pt/wayback/20181020172942/https://observador.pt/2018/10/19/maria-leal-responde-o-dinheiro-era-dos-dois-ponto-final-paragrafo/amp/,Crime
370,literal,Líder do Podemos usa imagem do vilão Joker depois de ser chamado de palhaço,Observador,2020,https://arquivo.pt/wayback/20200514070825/https://observador.pt/2020/05/11/lider-do-podemos-usa-imagem-do-vilao-joker-depois-de-ser-chamado-de-palhaco/,Política
371,estigma," Olivia Colman, a favorita das favoritas, a atriz das rainhas",Observador,2019,https://arquivo.pt/wayback/20191022004808/https://observador.pt/2019/02/25/olivia-colman-a-favorita-das-favoritas-a-actriz-das-rainhas/amp/,Cinema
372,estigma, Landing.jobs. Startup de recrutamento em tecnologia lança nova plataforma para projetos independentes,Observador,2019,https://arquivo.pt/wayback/20190630025341/https://observador.pt/2019/06/26/landing-jobs-startup-de-recrutamento-em-tecnologia-lanca-nova-plataforma-para-projetos-independentes/amp/,Saúde
373,estigma,Servidão Nacional de Saúde,Observador,2019,https://arquivo.pt/wayback/20191125031633/https://observador.pt/opiniao/servidao-nacional-de-saude/,Economia
374,estigma,Rock vs. chuva: quem levou a melhor no terceiro dia de Rock in Rio?,Observador,2018,https://arquivo.pt/wayback/20180630143137/https://observador.pt/2018/06/30/rock-vs-chuva-quem-levou-a-melhor-no-terceiro-dia-de-rock-in-rio/,Música
375,estigma,"“Hellblade: Senua’s Sacrifice”, entre o Céu e o Inferno",Observador,2017,https://arquivo.pt/wayback/20170830071939/http://observador.pt/2017/08/22/hellblade-senuas-sacrifice-entre-o-ceu-e-o-inferno/,Desporto
376,estigma, Marega queria os 12 pontos do festival mas a canção saiu desafinada (a crónica do FC Porto-Rio Ave),Observador,2020,https://arquivo.pt/wayback/20200325040425/https://observador.pt/2020/03/07/marega-queria-os-12-pontos-do-festival-mas-a-cancao-saiu-desafinada-a-cronica-do-fc-porto-rio-ave/amp/,Desporto
377,estigma,"Economista Francisca Guedes de Oliveira teme ""tentação"" de João Leão no défice e dívida",Observador,2020,https://arquivo.pt/wayback/20201011174407/https://observador.pt/2020/10/11/economista-francisca-guedes-de-oliveira-teme-tentacao-de-joao-leao-no-defice-e-divida/amp/,Economia
378,literal,"Philip K. Dick, o homem que sabia demais",Observador,2016,https://arquivo.pt/wayback/20160911012516/http://observador.pt/2016/08/27/philip-k-dick-o-homem-que-sabia-demais/,Literatura
379,estigma, Eduardo Sá: “Os bons filhos são aqueles que nos trazem problemas”,Observador,2017,https://arquivo.pt/wayback/20171211083151/http://observador.pt/2014/09/25/eduardo-sa-os-bons-filhos-sao-aqueles-que-nos-trazem-problemas/amp/,Economia
380,estigma,Moda e festivais. Onde é que já vimos isto antes?,Observador,2018,https://arquivo.pt/wayback/20180712143111/https://observador.pt/especiais/moda-e-festivais-onde-e-que-ja-vimos-isto-antes/,Música
381,estigma,"Paulo Portas: ""A partir d'O Independente, a direita deixou de ser tabu""",Observador,2019,https://arquivo.pt/wayback/20190928172236/https://observador.pt/especiais/paulo-portas-a-partir-do-independente-a-direita-deixou-de-ser-tabu/,Economia
